openalex_id,blocker,url,retryable
W2891018755,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1080/09537325.2018.1516866,yes
W2901434377,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1016/j.indmarman.2018.11.007,yes
W2913302557,Open PDF lacks an explicit reusable license in audited metadata,https://eprints.lancs.ac.uk/id/eprint/125249/1/2014_BAM_Liu.pdf,yes
W2917276100,Open PDF lacks an explicit reusable license in audited metadata,http://repo.uum.edu.my/25875/1/AEJ%2024%204%202018%201%209.pdf,yes
W2917984021,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1109/tem.2019.2893133,yes
W2924062839,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1080/19761597.2019.1595688,yes
W2940153225,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.16980/jitc.14.6.201812.357,yes
W2941449377,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://scholar.dkyobobook.co.kr/searchDetail.laf?barcode=4010026960866,yes
W2941926800,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.24191/smrj.v6i1.5170,yes
W2949630013,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1080/09537325.2019.1632821,yes
W2957811032,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1080/14778238.2019.1638742,yes
W2963510126,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1007/978-3-030-25629-6_135,yes
W2970608368,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1108/vjikms-11-2018-0105,yes
W2973814955,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://openalex.org/W2973814955,yes
W2997491296,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.34874/imist.prsm/doreg-v8i1.18752,yes
W3006286288,Open PDF lacks an explicit reusable license in audited metadata,https://eprints.lancs.ac.uk/id/eprint/141261/1/Manuscript_JBR_final.pdf,yes
W3011443804,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1108/ejim-09-2019-0244,yes
W3015719447,Open PDF lacks an explicit reusable license in audited metadata,https://aisel.aisnet.org/iceb2003/145,yes
W3021502306,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1108/bpmj-11-2019-0453,yes
W3029106931,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1504/ijtis.2020.10029699,yes
W3045566683,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.5465/ambpp.2020.19351abstract,yes
W3045996744,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.5465/ambpp.2020.17984abstract,yes
W3112514933,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://db.koreascholar.com/Article?code=403495,yes
W3119539330,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://www.sysrevpharm.org/index.php?mno=38746,yes
W3121075725,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1007/s13132-020-00708-3,yes
W3123267990,OpenAlex exposes no direct open PDF URL; no full text is claimed,http://www.sciencedirect.com/science/article/pii/S0969593109001425,yes
W3123522775,OpenAlex exposes no direct open PDF URL; no full text is claimed,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.455.932,yes
W3125825491,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.2139/ssrn.2942821,yes
W3133702157,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1145/3442188.3445922,yes
W3151962107,PDF: <urlopen error [Errno -2] Name or service not known>; Jina: HTTP Error 422: Unprocessable Entity,http://publikasi.dinus.ac.id/index.php/jpeb/article/download/4043/2231,yes
W3159096815,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1109/snpdwinter52325.2021.00034,yes
W3169278803,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3703636,yes
W3190349563,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1080/02692171.2021.1957783,yes
W3190917026,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.14456/tureview.2021.10,yes
W3195303261,PDF: HTTP Error 403: Forbidden; Jina: Jina fallback did not return a substantive bounded document,https://www.scielo.br/j/ram/a/XNCqk8XvpLnNttVVZ54nhWq/?lang=en&format=pdf,yes
W3197212781,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.9876/sim.v25i1.929,yes
W3206294586,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1080/14778238.2021.1982421,yes
W3209894979,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1080/20421338.2021.1958988,yes
W354275420,OpenAlex exposes no direct open PDF URL; no full text is claimed,http://www.diva-portal.org/smash/record.jsf?pid=diva2:165196,yes
W391337096,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://pure.eur.nl/en/publications/896ee9ef-d3a9-4225-af6d-55e106397826,yes
W4230885242,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.4018/978-1-4666-7357-1.ch057,yes
W4232076013,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.4018/978-1-4666-0035-5.ch003,yes
W4243427013,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.4018/978-1-4666-2625-6.ch023,yes
W4243692361,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.4018/978-1-4666-6268-1.ch050,yes
W4244396275,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1504/ijbe.2017.084703,yes
W4285502288,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.23919/cisti54924.2022.9820028,yes
W4295768358,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.23919/picmet53225.2022.9882856,yes
W4310691070,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1016/j.indmarman.2022.11.003,yes
W4321063683,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1109/ictmod55867.2022.10041884,yes
W4323637042,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1016/j.technovation.2023.102735,yes
W4376528572,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.59188/eduvest.v1i10.232,yes
W4386798285,Open PDF lacks an explicit reusable license in audited metadata,https://sciendo.com/pdf/10.2478/minib-2023-0017,yes
W4399441943,PDF: HTTP Error 403: Forbidden; Jina: Jina fallback did not return a substantive bounded document,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/apel.12417,yes
W4400268572,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1016/j.jbusres.2024.114811,yes
W48413605,Open PDF lacks an explicit reusable license in audited metadata,https://eprints.qut.edu.au/27164/1/CINet_09_-_Storer.pdf,yes
W83397471,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://doi.org/10.1016/s1074-7540(07)10007-6,yes
W98219716,OpenAlex exposes no direct open PDF URL; no full text is claimed,https://www.jstor.org/stable/info/20798908,yes
