video_id,title,channel,source_url,duration_seconds,upload_date,transcript_method,transcript_path,raw_path,transcript_sha256,relevance_categories,rights_note
CcbogALFNX0,Toyota Material Handling | Why 5S?,Toyota Forklifts,https://www.youtube.com/watch?v=CcbogALFNX0,379,20180625,groq-whisper-asr,transcripts/youtube/2018-06-25--toyota-material-handling-why-5s--toyota-forklifts--CcbogALFNX0.md,raw/youtube/2018-06-25--toyota-material-handling-why-5s--toyota-forklifts--CcbogALFNX0,ac0dd44df20e7aa9ff0858fdeea3a9d0894d910856b4b163ae6b5cbaf416f044,continuous-improvement,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
F5vtCRFRAK0,How Toyota Changed The Way We Make Things,Bloomberg Originals,https://www.youtube.com/watch?v=F5vtCRFRAK0,292,20180823,groq-whisper-asr,transcripts/youtube/2018-08-23--how-toyota-changed-the-way-we-make-things--bloomberg-originals--F5vtCRFRAK0.md,raw/youtube/2018-08-23--how-toyota-changed-the-way-we-make-things--bloomberg-originals--F5vtCRFRAK0,c6e63f57e31832eb69b861cf4c08330ce1e7c1d8dfc9db8059d1360759d143ce,continuous-improvement,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
aXzKibGn_b4,How to Build a Self-Learning Organisation,Growth Tribe,https://www.youtube.com/watch?v=aXzKibGn_b4,264,20190410,groq-whisper-asr,transcripts/youtube/2019-04-10--how-to-build-a-self-learning-organisation--growth-tribe--aXzKibGn_b4.md,raw/youtube/2019-04-10--how-to-build-a-self-learning-organisation--growth-tribe--aXzKibGn_b4,0707dc6c32b6259475677b51f73677c9e26844405633af1f94febb0cc06b917e,organizational-learning,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
X7Dh_pvSw4Y,How To Manage Your Corporate Memory,Nacsoft Yazılım,https://www.youtube.com/watch?v=X7Dh_pvSw4Y,126,20190625,groq-whisper-asr,transcripts/youtube/2019-06-25--how-to-manage-your-corporate-memory--nacsoft-yaz-l-m--X7Dh_pvSw4Y.md,raw/youtube/2019-06-25--how-to-manage-your-corporate-memory--nacsoft-yaz-l-m--X7Dh_pvSw4Y,47690c137eef98bb1727cbc2e04b460e12e339233f67fe48aa8bf6f56bd26368,organizational-memory,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
k1k2h1l2VO0,What is Peter Senge's Learning Organization?,Management Courses - Mike Clayton,https://www.youtube.com/watch?v=k1k2h1l2VO0,392,20210408,groq-whisper-asr,transcripts/youtube/2021-04-08--what-is-peter-senge-s-learning-organization--management-courses-mike-clayton--k1k2h1l2VO0.md,raw/youtube/2021-04-08--what-is-peter-senge-s-learning-organization--management-courses-mike-clayton--k1k2h1l2VO0,a66769a20fcef4df64b214f92cede364ba26915bc49cc4c02a0a624285c2228d,organizational-learning|feedback-systems,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
CzaVk5I3wJA,Kaizen & The 5 Whys,Skillsoft YouTube,https://www.youtube.com/watch?v=CzaVk5I3wJA,213,20210615,groq-whisper-asr,transcripts/youtube/2021-06-15--kaizen-and-the-5-whys--skillsoft-youtube--CzaVk5I3wJA.md,raw/youtube/2021-06-15--kaizen-and-the-5-whys--skillsoft-youtube--CzaVk5I3wJA,a9e54841db70c8114305005a17953a3656ec764a9b9e5738ee394333640e3f1c,continuous-improvement|feedback-systems,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
yc-V8FTDx_Q,Brex and Scale Document AI,Scale AI,https://www.youtube.com/watch?v=yc-V8FTDx_Q,180,20210929,groq-whisper-large-v3-turbo,transcripts/youtube/2021-09-29--brex-and-scale-document-ai--scale-ai--yc-V8FTDx_Q.md,raw/youtube/2021-09-29--brex-and-scale-document-ai--scale-ai--yc-V8FTDx_Q,d00bf005c05551a28ae6eb117b283905eee713b7bafbc30aca1177a97f93ad55,named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
FuVTBr91MMY,Building a Learning Organization With Kata,Lean Enterprise Institute,https://www.youtube.com/watch?v=FuVTBr91MMY,211,20211005,groq-whisper-asr,transcripts/youtube/2021-10-05--building-a-learning-organization-with-kata--lean-enterprise-institute--FuVTBr91MMY.md,raw/youtube/2021-10-05--building-a-learning-organization-with-kata--lean-enterprise-institute--FuVTBr91MMY,dbec02ebcf757f8dbcb9addc9cf29dcd8f692fb7e2fdd06f8e848b23a678b269,continuous-improvement,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
lx2bAg_eIr8,The positive feedback loop in a systems thinking approach,will howard,https://www.youtube.com/watch?v=lx2bAg_eIr8,326,20211202,groq-whisper-asr,transcripts/youtube/2021-12-02--the-positive-feedback-loop-in-a-systems-thinking-approach--will-howard--lx2bAg_eIr8.md,raw/youtube/2021-12-02--the-positive-feedback-loop-in-a-systems-thinking-approach--will-howard--lx2bAg_eIr8,a0bc1fea631088391c1280b6d2a43c7beb9a4013ffd44b6e0e9385d7574fcb05,feedback-systems,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
mm8_8EDITNU,Learning from Toyota | Simon Sinek,Simon Sinek,https://www.youtube.com/watch?v=mm8_8EDITNU,183,20220202,groq-whisper-asr,transcripts/youtube/2022-02-02--learning-from-toyota-simon-sinek--simon-sinek--mm8_8EDITNU.md,raw/youtube/2022-02-02--learning-from-toyota-simon-sinek--simon-sinek--mm8_8EDITNU,b6e69a719ada2726da8a847ea22c24857d1ea9bbf8a634fa8fb189a27ea47ee7,continuous-improvement,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
_yqxvzl1CtQ,"BREx - Data Streams to Automated Decisions, Instantly",Lentra,https://www.youtube.com/watch?v=_yqxvzl1CtQ,249,20220203,groq-whisper-asr,transcripts/youtube/2022-02-03--brex-data-streams-to-automated-decisions-instantly--lentra--_yqxvzl1CtQ.md,raw/youtube/2022-02-03--brex-data-streams-to-automated-decisions-instantly--lentra--_yqxvzl1CtQ,809a4d23dc091a8160e08fd8bf773ef8395b36294cd27e26ecb5127413ed18e1,named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
CzDod4bXmlE,"Clip - Stafford Beer on Management Cybernetics, Computer Control of Social Systems",Alison McDowell,https://www.youtube.com/watch?v=CzDod4bXmlE,414,20220428,groq-whisper-asr,transcripts/youtube/2022-04-28--clip-stafford-beer-on-management-cybernetics-computer-control-of-social-systems--alison-mcdowell--CzDod4bXmlE.md,raw/youtube/2022-04-28--clip-stafford-beer-on-management-cybernetics-computer-control-of-social-systems--alison-mcdowell--CzDod4bXmlE,5425c1f05460e8f3ed504466c674bc7f293e70f4387fb71c65e3f5b12593a28d,feedback-systems,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
UyS2n_Xd9F8,Brex CEO breaks down how the fintech company disrupts corporate finances,CNBC Television,https://www.youtube.com/watch?v=UyS2n_Xd9F8,224,20220517,groq-whisper-asr,transcripts/youtube/2022-05-17--brex-ceo-breaks-down-how-the-fintech-company-disrupts-corporate-finances--cnbc-television--UyS2n_Xd9F8.md,raw/youtube/2022-05-17--brex-ceo-breaks-down-how-the-fintech-company-disrupts-corporate-finances--cnbc-television--UyS2n_Xd9F8,51285ec563a72c3f486eede79420f2bfed983673bfe4c5fb308b8702327bea0e,named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
ofWUzlgKF3o,Adaptive Enterprise Pillar 1: Built on purpose and meaning,Deloitte US,https://www.youtube.com/watch?v=ofWUzlgKF3o,130,20220707,groq-whisper-asr,transcripts/youtube/2022-07-07--adaptive-enterprise-pillar-1-built-on-purpose-and-meaning--deloitte-us--ofWUzlgKF3o.md,raw/youtube/2022-07-07--adaptive-enterprise-pillar-1-built-on-purpose-and-meaning--deloitte-us--ofWUzlgKF3o,63992a7820949b552037991cb75ec77f222db765fcd9494aa0edd5759c4882ed,adaptive-enterprise,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
CUMIb-4Rc50,Adaptive Enterprise Pillar 2: Organized for effectiveness and efficiency,Deloitte US,https://www.youtube.com/watch?v=CUMIb-4Rc50,108,20220707,groq-whisper-asr,transcripts/youtube/2022-07-07--adaptive-enterprise-pillar-2-organized-for-effectiveness-and-efficiency--deloitte-us--CUMIb-4Rc50.md,raw/youtube/2022-07-07--adaptive-enterprise-pillar-2-organized-for-effectiveness-and-efficiency--deloitte-us--CUMIb-4Rc50,eccaef4e42909ea97b5c6932ecf9ac2478f7bcd46cd190fec0e5ae0c389d3f04,adaptive-enterprise,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
kkwR45_GtIc,What is Organizational Memory?,Marketing Business Network,https://www.youtube.com/watch?v=kkwR45_GtIc,186,20230111,groq-whisper-asr,transcripts/youtube/2023-01-11--what-is-organizational-memory--marketing-business-network--kkwR45_GtIc.md,raw/youtube/2023-01-11--what-is-organizational-memory--marketing-business-network--kkwR45_GtIc,e6af86fcd2f8924cf1153adaaeea45ce805652c68cfd75ea1b8a64d4c6a5b2a7,organizational-memory,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
vk2CzzogOB0,Organizational Learning and Organizational Memory | Knowledge Management | MGTE630_Topic139,Virtual University of Pakistan,https://www.youtube.com/watch?v=vk2CzzogOB0,380,20230328,groq-whisper-asr,transcripts/youtube/2023-03-28--organizational-learning-and-organizational-memory-knowledge-management-mgte630-topic139--virtual-university-of-pakistan--vk2CzzogOB0.md,raw/youtube/2023-03-28--organizational-learning-and-organizational-memory-knowledge-management-mgte630-topic139--virtual-university-of-pakistan--vk2CzzogOB0,913d8685b7952327b056fafd1caadf82bc98341973800d171b865f1feb741a01,organizational-memory,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
RY7cIIGKLbE,Systems Thinking   Casual Loop Diagram,John Messer,https://www.youtube.com/watch?v=RY7cIIGKLbE,395,20230721,groq-whisper-asr,transcripts/youtube/2023-07-21--systems-thinking-casual-loop-diagram--john-messer--RY7cIIGKLbE.md,raw/youtube/2023-07-21--systems-thinking-casual-loop-diagram--john-messer--RY7cIIGKLbE,03e75d726e3c2c7fe6ba6131a99eff78998b04a9c6a812b292ccb7edcf8dab55,feedback-systems,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
b88Z5lK9HOY,Stafford Beer's Viable System Model - Quick Overview,Adam Thompson,https://www.youtube.com/watch?v=b88Z5lK9HOY,142,20231214,groq-whisper-asr,transcripts/youtube/2023-12-14--stafford-beer-s-viable-system-model-quick-overview--adam-thompson--b88Z5lK9HOY.md,raw/youtube/2023-12-14--stafford-beer-s-viable-system-model-quick-overview--adam-thompson--b88Z5lK9HOY,f17930c56c76d232fbec5494af89b121fa0c7161fcc2bf9ef89ebf83764c450d,feedback-systems,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
hLJTcVHW8_I,AI Agents Explained: A Comprehensive Guide for Beginners,AI Alfie ,https://www.youtube.com/watch?v=hLJTcVHW8_I,412,20240429,groq-whisper-asr,transcripts/youtube/2024-04-29--ai-agents-explained-a-comprehensive-guide-for-beginners--ai-alfie--hLJTcVHW8_I.md,raw/youtube/2024-04-29--ai-agents-explained-a-comprehensive-guide-for-beginners--ai-alfie--hLJTcVHW8_I,fc06516108f5e7bacc737ee64854c3a32acaca3f17b2f61240bb97eadcebf53a,agent-operations,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
m6FTkNJBwCg,Disruptor 50 #4: Brex Co-CEO talks using AI to streamline company finances,CNBC Television,https://www.youtube.com/watch?v=m6FTkNJBwCg,235,20240515,groq-whisper-large-v3-turbo,transcripts/youtube/2024-05-15--disruptor-50-4-brex-co-ceo-talks-using-ai-to-streamline-company-finances--cnbc-television--m6FTkNJBwCg.md,raw/youtube/2024-05-15--disruptor-50-4-brex-co-ceo-talks-using-ai-to-streamline-company-finances--cnbc-television--m6FTkNJBwCg,ebe66f91dfc39d84c5db7898569f7a6b56c00efb6d99078a21199edcfda1ae5b,named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
5_0eS5meMK8,Lean Management the Toyota Way summarized in 5 minutes - Expert talk,Marris Consulting,https://www.youtube.com/watch?v=5_0eS5meMK8,295,20240627,groq-whisper-asr,transcripts/youtube/2024-06-27--lean-management-the-toyota-way-summarized-in-5-minutes-expert-talk--marris-consulting--5_0eS5meMK8.md,raw/youtube/2024-06-27--lean-management-the-toyota-way-summarized-in-5-minutes-expert-talk--marris-consulting--5_0eS5meMK8,5c74a13f87fad2492e7af6cd57bec6f523bb5fdb7a6b0578b5513c23412d3a30,continuous-improvement,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
Su8r4YKX_ls,What is Systems Thinking?,Machinations,https://www.youtube.com/watch?v=Su8r4YKX_ls,343,20240819,groq-whisper-asr,transcripts/youtube/2024-08-19--what-is-systems-thinking--machinations--Su8r4YKX_ls.md,raw/youtube/2024-08-19--what-is-systems-thinking--machinations--Su8r4YKX_ls,d588bb91b28e2c4977b31bd283503ebc4920012dd86b12aece3aacf2dcdfc6f2,feedback-systems,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
mLToxdGbB80,Real-World Examples of Lean in Action,EMS Consulting Group,https://www.youtube.com/watch?v=mLToxdGbB80,218,20250213,groq-whisper-asr,transcripts/youtube/2025-02-13--real-world-examples-of-lean-in-action--ems-consulting-group--mLToxdGbB80.md,raw/youtube/2025-02-13--real-world-examples-of-lean-in-action--ems-consulting-group--mLToxdGbB80,21ec9d26bee606bdb9c33772c98bbbf75b3859de7bfcdd99a3cd1bf0e7ae0e9e,continuous-improvement,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
WW-v5mO2P7w,Build Self-Improving Agents: LangMem Procedural Memory Tutorial,LangChain,https://www.youtube.com/watch?v=WW-v5mO2P7w,407,20250218,groq-whisper-asr,transcripts/youtube/2025-02-18--build-self-improving-agents-langmem-procedural-memory-tutorial--langchain--WW-v5mO2P7w.md,raw/youtube/2025-02-18--build-self-improving-agents-langmem-procedural-memory-tutorial--langchain--WW-v5mO2P7w,03a2ab3bdf9a9f827bbc692101a3dd8dff7a0e1a81ef6d525d7687bfeb45e6fe,agent-operations,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
sew1BfVSp5U,Interview with Carol Ptak about the Adaptive Enterprise Foundations™ Program,Ken Titmuss,https://www.youtube.com/watch?v=sew1BfVSp5U,330,20250414,groq-whisper-asr,transcripts/youtube/2025-04-14--interview-with-carol-ptak-about-the-adaptive-enterprise-foundations-program--ken-titmuss--sew1BfVSp5U.md,raw/youtube/2025-04-14--interview-with-carol-ptak-about-the-adaptive-enterprise-foundations-program--ken-titmuss--sew1BfVSp5U,497aa6dece69676a3b8fd99c9481d1f18f5520544b81597dfa7498dc7cd198eb,adaptive-enterprise,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
3VUGtNFDSVo,What Is The Viable System Model? - Socialism Explained,Socialism Explained,https://www.youtube.com/watch?v=3VUGtNFDSVo,213,20250524,groq-whisper-asr,transcripts/youtube/2025-05-24--what-is-the-viable-system-model-socialism-explained--socialism-explained--3VUGtNFDSVo.md,raw/youtube/2025-05-24--what-is-the-viable-system-model-socialism-explained--socialism-explained--3VUGtNFDSVo,1e9641fab8fc46c34e81fd93e77df334edfe963e1498cd8665f7b3ac682ecbc2,feedback-systems,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
nKcH-qXfwic,"Ramp Agents, Explained.",Ramp,https://www.youtube.com/watch?v=nKcH-qXfwic,99,20250710,groq-whisper-asr,transcripts/youtube/2025-07-10--ramp-agents-explained--ramp--nKcH-qXfwic.md,raw/youtube/2025-07-10--ramp-agents-explained--ramp--nKcH-qXfwic,02a77920b5d9281b1e5808bf4e5e08cb866516cf96a3c45782c05d08e8bf4fd4,agent-operations|named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
gPWD7YytjmM,I Analyzed Over 500 Y Combinator AI Startups,Mrinmay ,https://www.youtube.com/watch?v=gPWD7YytjmM,415,20250823,groq-whisper-asr,transcripts/youtube/2025-08-23--i-analyzed-over-500-y-combinator-ai-startups--mrinmay--gPWD7YytjmM.md,raw/youtube/2025-08-23--i-analyzed-over-500-y-combinator-ai-startups--mrinmay--gPWD7YytjmM,aeb78841b967db3eb71b654e5b5af2846415625d3bfc7c97101098837763c43c,agent-operations,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
KJnfqo9U8wY,Lean Leadership: 3 Key Elements of Toyota's Learning Organization,EMS Consulting Group,https://www.youtube.com/watch?v=KJnfqo9U8wY,116,20250916,groq-whisper-asr,transcripts/youtube/2025-09-16--lean-leadership-3-key-elements-of-toyota-s-learning-organization--ems-consulting-group--KJnfqo9U8wY.md,raw/youtube/2025-09-16--lean-leadership-3-key-elements-of-toyota-s-learning-organization--ems-consulting-group--KJnfqo9U8wY,7d3436a7e112ebd24b3716267a3e0cbe7d97dc6651b239991607fced96773362,organizational-learning|continuous-improvement,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
l_QR9A0U8pM,What Are The Best Ways To Standardize Continuous Improvement Practices? - Smart Logistics Network,Smart Logistics Network,https://www.youtube.com/watch?v=l_QR9A0U8pM,226,20250927,groq-whisper-asr,transcripts/youtube/2025-09-27--what-are-the-best-ways-to-standardize-continuous-improvement-practices-smart-logistics-network--smart-logistics-network--l_QR9A0U8pM.md,raw/youtube/2025-09-27--what-are-the-best-ways-to-standardize-continuous-improvement-practices-smart-logistics-network--smart-logistics-network--l_QR9A0U8pM,fd88e404f312a260d578e12f25f751c51461f708b1a778257785579b89498b78,continuous-improvement|feedback-systems,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
9h5tzTz8-H0,The Agentic Commerce Revolution is here - but it's not what you think! (Brex CEO Pedro Franceschi),Rex Salisbury,https://www.youtube.com/watch?v=9h5tzTz8-H0,2944,20251010,groq-whisper-large-v3-turbo,transcripts/youtube/2025-10-10--the-agentic-commerce-revolution-is-here-but-it-s-not-what-you-think-brex-ceo-pedro-franceschi--rex-salisbury--9h5tzTz8-H0.md,raw/youtube/2025-10-10--the-agentic-commerce-revolution-is-here-but-it-s-not-what-you-think-brex-ceo-pedro-franceschi--rex-salisbury--9h5tzTz8-H0,1f23d2cf8cb49425e2468227d717f1ed7e3fb4dcff9348dedab319ea4987a18f,agent-operations|named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
A6UVT5ZKsOE,How Autonomous AI Agents Drive Measurable Business Value – CoreShift2025 Insights,Acuvate Software,https://www.youtube.com/watch?v=A6UVT5ZKsOE,199,20251014,groq-whisper-asr,transcripts/youtube/2025-10-14--how-autonomous-ai-agents-drive-measurable-business-value-coreshift2025-insights--acuvate-software--A6UVT5ZKsOE.md,raw/youtube/2025-10-14--how-autonomous-ai-agents-drive-measurable-business-value-coreshift2025-insights--acuvate-software--A6UVT5ZKsOE,cc1cece2c9bc414bff77d1d4354bf1c9058e9acd65843ac95d7be72f4a0a4b83,agent-operations,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
HSQscMY6YZI,"Beyond the Vibe: Eval-Driven Development | Robert Shelton, Redis | Lightning Talks",Toronto Machine Learning Society (TMLS),https://www.youtube.com/watch?v=HSQscMY6YZI,306,20251029,groq-whisper-asr,transcripts/youtube/2025-10-29--beyond-the-vibe-eval-driven-development-robert-shelton-redis-lightning-talks--toronto-machine-learning-society-tmls--HSQscMY6YZI.md,raw/youtube/2025-10-29--beyond-the-vibe-eval-driven-development-robert-shelton-redis-lightning-talks--toronto-machine-learning-society-tmls--HSQscMY6YZI,ed1b978085e70a70ccc330b9558003d13a0b0367b38a1b8f6d03b9aaf26d26ab,feedback-systems|ai-native-company|agent-operations,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
QCOsZQ6vNco,Brex 2025 Fall Release: Introducing Intelligent Finance,Brex,https://www.youtube.com/watch?v=QCOsZQ6vNco,332,20251105,groq-whisper-large-v3-turbo,transcripts/youtube/2025-11-05--brex-2025-fall-release-introducing-intelligent-finance--brex--QCOsZQ6vNco.md,raw/youtube/2025-11-05--brex-2025-fall-release-introducing-intelligent-finance--brex--QCOsZQ6vNco,967b71ab79608964d3767e845bdf2152ca09494182065b4c59ea550b66b7d338,agent-operations|named-lanes,"YouTube source content remains owned by its rightsholder. Transcript is retained for research, indexing, quotation, and verification; no ownership is claimed."
